Facility_uid,Facility_name,Facility_uid,Level,Ownership,Authority,Coordinates,Subcounty_uid,Subcounty_name,District_uid,District_name,Region_uid,Region_name
s0sTvb5DnDP,AIC Kabale Main Branch Clinic,s0sTvb5DnDP,Clinic,NGO,CSO,,DiPNrbcTMu7,Kabale Southern Division,zBIpPzKYFLp,Kabale District,auJdpeHbeet,Western Region
rxoAz9lkuSi,AIC Kampala Main Branch HC IV,rxoAz9lkuSi,Clinic,Private Not For Profit,,"[32.56755,0.30757]",zNdkt1W9dcu,Kampala Central Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
b27exHAFNPv,AIC Lira Main Branch Clinic,b27exHAFNPv,Clinic,Private Not For Profit,,,siFCXpF47oz,Lira Central Division,Lj8t70RYnEt,Lira District,pz9Uu65Irbg,Northern Region
v9p3jFvYYtP,AIC Mbale Main Branch CLINIC,v9p3jFvYYtP,Clinic,Private Not For Profit,,,q0BqaYeLsKz,Industrial Division,yuo5ielNL7W,Mbale District,adZ6T35ve4h,Eastern Region
sPWbPZtb3ut,AIC Mbarara Main Branch CLINIC,sPWbPZtb3ut,Clinic,Private Not For Profit,,,k7Wgi7O0JdY,Kakoba Division,auswb7JO9wY,Mbarara District,auJdpeHbeet,Western Region
p0gQCb29YsS,AIC Soroti Branch CLINIC,p0gQCb29YsS,Clinic,NGO,CSO,,c3RuJBL6y2x,Soroti Western Division,srmGjHrpVE5,Soroti District,adZ6T35ve4h,Eastern Region
tUfTywZbvgP,Aid Child Masaka CLINIC,tUfTywZbvgP,Clinic,Private Not For Profit,,,asxJZ73r4QU,Kimanya-Kyabakuza Division,bIONCoCnt3Q,Masaka District,VA90IqaI4Ji,Central Region
MWw3vC4RH99,Airabet HC II,MWw3vC4RH99,HC II,Government,MOH,,yTUn4OdHAs4,Okungur Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
khbm0rn5EcC,Aisha Domiciliary Clinic,khbm0rn5EcC,HC II,Private For Profit,Local Government,,oweSpFBNbmi,Rubaga Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
TscNsIdU6sK,Ajaki HC II,TscNsIdU6sK,HC II,Government,MOH,"[33.69092,1.94859]",OuGhhbtALJT,Asamuk Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
arSaR3TWlZL,Ajeleik HC II,arSaR3TWlZL,HC II,Government,MOH,"[33.85938,2.04775]",tfAnfdXJwCW,Acowa Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
X8l6y8IN4z9,Ajeluk HC III,X8l6y8IN4z9,HC III,Government,MOH,"[33.82414,1.54869]",YL7WGm3qhJM,Mukura Subcounty,aj4hsYK3dVm,Ngora District,adZ6T35ve4h,Eastern Region
OLccBxRpUXk,Ajeri HC II,OLccBxRpUXk,HC II,,Local Government,"[31.75971,3.17313]",uWXVoMSOy5v,Itirikwa Subcounty,QYiQ2KqgCxj,Adjumani District,pz9Uu65Irbg,Northern Region
apgOmUgDNge,Ajia HC III,apgOmUgDNge,HC III,Government,MOH,"[31.02721,2.91913]",MfQUi3dPpvc,Ajia Subcounty,WcB3kLlgRTb,Arua District,pz9Uu65Irbg,Northern Region
oexw63IOiAD,Ajikoro HC II,oexw63IOiAD,HC II,Government,MOH,"[30.91491,3.33926]",CPvpbCc51Aw,Oleba Subcounty,WyR8Eetj7Uw,Maracha District,pz9Uu65Irbg,Northern Region
Vk97ZCCRqHI,Akali HC II,Vk97ZCCRqHI,HC II,Government,MOH,"[32.82481,2.08447]",mhMXhrnEHGU,Abongomola Subcounty,JyZJhGXKeEq,Apac District,pz9Uu65Irbg,Northern Region
h9Jydxolx2q,Akalo HC III,h9Jydxolx2q,HC III,Government,MOH,"[32.83888,2.14899]",DTtuY2aAGcc,Akalo Subcounty,Y4LV8xqkv6J,Kole District,pz9Uu65Irbg,Northern Region
ApVyWDny4Sz,Akangi HC II,ApVyWDny4Sz,HC II,Government,MOH,"[32.97584,2.38890]",MaMG7y4TKz4,Ogur Subcounty,Lj8t70RYnEt,Lira District,pz9Uu65Irbg,Northern Region
wLjQpWy1gIE,Akankwasa General Clinic And Youth Corner HC II,wLjQpWy1gIE,HC II,,,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
lGdKcxEQz4E,Akeriau HC II,lGdKcxEQz4E,HC II,Government,MOH,"[33.38839,2.03784]",zLlDlWXIaK6,Akeriau Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
fFMFDu21aWq,Aketa HC III,fFMFDu21aWq,HC III,Government,Local Government,"[33.95066,2.11533]",bZBIK5nSjJS,Ongongoja Subcounty,cSrCFjPKqcG,Katakwi District,adZ6T35ve4h,Eastern Region
Kf1o8kvbbaS,Akide HC II,Kf1o8kvbbaS,HC II,Government,MOH,"[34.04329,1.59938]",vhBrLJBbs8t,Ongino Subcounty,saT18HClZoz,Kumi District,adZ6T35ve4h,Eastern Region
GHx4dLfIox3,Akilok HC II,GHx4dLfIox3,HC II,Government,MOH,"[33.48407,3.55495]",iDEPY2bO8nQ,Orom Subcounty,pnTVIF5v27r,Kitgum District,pz9Uu65Irbg,Northern Region
J030lvmEXQ2,Akino HC II,J030lvmEXQ2,HC II,Government,MOH,"[31.18708,2.7341]",NmKQP1XcgKJ,Okollo Subcounty,WcB3kLlgRTb,Arua District,pz9Uu65Irbg,Northern Region
rjOHz4O83zh,Akokoro HC III,rjOHz4O83zh,HC III,Government,MOH,"[32.39149,1.69949]",ae3r7yqNpat,Akokoro Subcounty,JyZJhGXKeEq,Apac District,pz9Uu65Irbg,Northern Region
Y4chCK6NJ63,Akright Health Centre Kakungulu CLINIC-NR,Y4chCK6NJ63,,,,,fIAdaHNM2zm,Ssisa Subcounty,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
ErYS7SJW4ZT,Akugoba HC III,ErYS7SJW4ZT,,,,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
aWMoXZucGiV,Akuna Laber HC III,aWMoXZucGiV,HC III,Government,MOH,"[33.0968152,3.2076572]",aUTx89Nc5z1,Lagoro Subcounty,pnTVIF5v27r,Kitgum District,pz9Uu65Irbg,Northern Region
zkvmBd2YoxG,Akura HC II,zkvmBd2YoxG,HC II,Government,MOH,"[33.10387,2.35375]",asCoXu0PHpL,Akura Subcounty,p7EEgDEX3jT,Alebtong District,pz9Uu65Irbg,Northern Region
go8pa2yrjbk,Akurao HC II,go8pa2yrjbk,HC II,Government,MOH,"[33.95212,1.68467]",vJLeTItF2kD,Toroma Subcounty,cSrCFjPKqcG,Katakwi District,adZ6T35ve4h,Eastern Region
QgpawnbKpCj,Akurumor HC II,QgpawnbKpCj,HC II,Government,MOH,,iDEPY2bO8nQ,Orom Subcounty,pnTVIF5v27r,Kitgum District,pz9Uu65Irbg,Northern Region
z035qUkEmvF,Akwangi HC II,z035qUkEmvF,HC II,Government,MOH,"[32.58937,2.39554]",hNRHAcDywTL,Iceme Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
JqnkRzo5i03,Akwata Empola Clinic,JqnkRzo5i03,HC II,Private For Profit,Local Government,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
LM1WpLYwQXt,Akwehaire Maternity Clinic,LM1WpLYwQXt,Clinic,NGO,,,NJBN4GJd1Q5,Mabaale Subcounty,orgY0d5MJa9,Kagadi District,auJdpeHbeet,Western Region
gBiYU9OJgsv,Akworo HC III,gBiYU9OJgsv,HC III,Government,MOH,"[31.220406,2.246568]",yeA4jdSqetI,Akworo Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
SYUCRivGRom,Al-hijira HC III,SYUCRivGRom,HC III,,,,D6apc5s4Bwt,Njeru Central Division,x75Yh65MaUa,Buikwe District,VA90IqaI4Ji,Central Region
qXap2NIu04L,Al-Shafa Med. Centre,qXap2NIu04L,Clinic,Private For Profit,Local Government,,a8JmSlpZNZp,JMC West HSD,aJR2ZxSH7g4,Jinja District,adZ6T35ve4h,Eastern Region
CVoCN3sspyt,Alado HC II,CVoCN3sspyt,HC II,Government,MOH,"[32.43298,1.8996]",FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,pz9Uu65Irbg,Northern Region
etUWDKFTBfq,Alakas HC II,etUWDKFTBfq,HC II,Government,MOH,"[34.90565,1.84317]",B9NWy5hoq0C,Amudat Subcounty,a8RHFdF4DXL,Amudat District,pz9Uu65Irbg,Northern Region
aOHd4KStCDU,Alam Medical Center HC II,aOHd4KStCDU,HC II,,,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
apEUhKfLxjY,Alangi HC III,apEUhKfLxjY,HC III,Government,MOH,"[30.80899,2.584050]",Yl575haJAFI,Kango Subcounty,A4aGXEfdb8P,Zombo District,pz9Uu65Irbg,Northern Region
YkLkGLk2Xxz,Alango HC II,YkLkGLk2Xxz,HC II,Government,MOH,"[33.18819,2.46657]",oslXMLLbQdv,Adwari Subcounty,aXjub1BYn1y,Otuke District,pz9Uu65Irbg,Northern Region
pk373UmcJEF,Alanyi HC III,pk373UmcJEF,HC III,Private Not For Profit,UCMB,"[33.26303,2.13244]",i8gkuINdorl,Abako Subcounty,p7EEgDEX3jT,Alebtong District,pz9Uu65Irbg,Northern Region
ZQ98MZqjZIl,Alao HC II,ZQ98MZqjZIl,HC II,Government,MOH,"[32.53993,2.3508]",amLhY9BnViS,Acaba Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
qBVBH0yzctn,Alapata HC II,qBVBH0yzctn,HC II,Government,MOH,,VFQwTt1dbwy,Bata Subcounty,wMQ25dybdgH,Dokolo District,pz9Uu65Irbg,Northern Region
SNwc1CQIXTN,Alebtong Abia HC II GOVT,SNwc1CQIXTN,HC II,Government,MOH,"[33.15979,2.42085]",jM15KbiS4KY,Abia Subcounty,p7EEgDEX3jT,Alebtong District,pz9Uu65Irbg,Northern Region
RdmsO9Kftg9,Alebtong HC IV,RdmsO9Kftg9,HC IV,Government,MOH,"[33.23659,2.26365]",P1IYVDrz7rL,Alebtong Subcounty,p7EEgDEX3jT,Alebtong District,pz9Uu65Irbg,Northern Region
dusS2wts7ax,Alem CoU HC II,dusS2wts7ax,HC II,Private Not For Profit,,"[33.15596,1.78072]",M8nMckziF7v,Kaberamaido Town Council,QoRZB7xc3j9,Kaberamaido District,adZ6T35ve4h,Eastern Region
OMRlmYUqpLa,Alemere HC II,OMRlmYUqpLa,HC II,Private Not For Profit,,"[32.81519,1.63635]",FdQo42NAOxF,Amolatar Town Council,ZuQHWOaFQVM,Amolatar District,pz9Uu65Irbg,Northern Region
eR77udlIWIM,Alenga HC III,eR77udlIWIM,HC III,Private Not For Profit,UCMB,"[32.34985,1.85142]",FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,pz9Uu65Irbg,Northern Region
yV1l7X3U9ZG,Alere HC II,yV1l7X3U9ZG,HC II,Government,MOH,"[33.64850,2.165670]",OVrhhkOMbwS,Willa Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
COA705FeCbj,Alere HC III,COA705FeCbj,HC III,Government,MOH,"[31.757133,3.462641]",xEGUTFJd2LB,Pachara Subcounty,QYiQ2KqgCxj,Adjumani District,pz9Uu65Irbg,Northern Region
RLWAwgTDjSJ,Alerek HC III,RLWAwgTDjSJ,HC III,Government,MOH,"[33.73088,2.95626]",un9dv9VS0Cd,Alerek Subcounty,NREoMszwQZW,Abim District,pz9Uu65Irbg,Northern Region
EPyMwPkmKPx,Alero HC III,EPyMwPkmKPx,HC III,Government,MOH,"[32.02553,2.68719]",fT98rg0rZFy,Alero Subcounty,zNgVoDVPYgD,Nwoya District,pz9Uu65Irbg,Northern Region
z8i4QbSwZDk,Alfa Dental Clinic,z8i4QbSwZDk,HC II,Private For Profit,Local Government,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
j0C7TCU2uSo,Alfa Medical Centre,j0C7TCU2uSo,HC II,Private For Profit,Local Government,,l0LizWT16CQ,Kira Town Council,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
eOEURVD1JBA,Ali Medical Services HC II,eOEURVD1JBA,HC II,,,,zNdkt1W9dcu,Kampala Central Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
QdaoAlMf1Tz,Aliakamer HC II,QdaoAlMf1Tz,HC II,Government,MOH,"[33.93285,1.94648]",Y4NFDi1A36x,Katakwi Subcounty,cSrCFjPKqcG,Katakwi District,adZ6T35ve4h,Eastern Region
BCZsCRvBWTa,Aliapi HC II,BCZsCRvBWTa,HC II,Government,MOH,"[31.25574,3.42585]",vzwpI60WeOu,Kululu Sub County,W1JM2Qdhcv3,Yumbe District,pz9Uu65Irbg,Northern Region
AZRfSZ46cbp,Aliba HC III,AZRfSZ46cbp,HC III,Government,MOH,"[31.53118,3.22009]",Qr8y4NcchsS,Aliba Subcounty,W0kQBddyGyh,Moyo District,pz9Uu65Irbg,Northern Region
QF9YLWKd0E0,Aliganyira Medical Centre CLINIC-NR,QF9YLWKd0E0,,,,,h7rS7d8M2jI,Nansana Town Council,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
uw6cL0Wrx8k,Alik HC II,uw6cL0Wrx8k,HC II,Government,MOH,"[32.8866,2.08598]",QmOEotRpx4w,Amach Subcounty,Lj8t70RYnEt,Lira District,pz9Uu65Irbg,Northern Region
SFDIr8urO72,Alim HC II,SFDIr8urO72,HC II,Government,MOH,"[32.95704,2.86428]",ayMSTn5sz80,Lapul Subcounty,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
Gohyg1mIhi6,Alimugonza HC II,Gohyg1mIhi6,HC II,Government,Local Government,,HGPMh3r18FZ,Pakanyi Subcounty,xr8EMirOASp,Masindi District,auJdpeHbeet,Western Region
kJRTTFJR9io,Alira B HC II,kJRTTFJR9io,HC II,Government,MOH,"[32.68246,2.45890]",hNRHAcDywTL,Iceme Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
R95ybrwz0Fz,Alito HC II,R95ybrwz0Fz,HC II,Government,MOH,"[33.56809,2.29369]",jpCB71nqbJu,Obalanga Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
avAlXE2E7Re,Alito HC III,avAlXE2E7Re,HC III,Government,MOH,"[32.85962,2.44245]",NluQOzhboUd,Alito Subcounty,Y4LV8xqkv6J,Kole District,pz9Uu65Irbg,Northern Region
PHhcBpjIWvL,Alive Medical Services HC III,PHhcBpjIWvL,HC III,Private Not For Profit,UPMB,"[32.61026,0.30972]",FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
L4ABgSqNsXd,Aliwang HC III,L4ABgSqNsXd,HC III,Private Not For Profit,UCMB,"[33.28265,2.42806]",oslXMLLbQdv,Adwari Subcounty,aXjub1BYn1y,Otuke District,pz9Uu65Irbg,Northern Region
UBVFS5BQ6Jx,Aliwara HC II,UBVFS5BQ6Jx,HC II,Government,MOH,"[31.82297,3.15799]",uWXVoMSOy5v,Itirikwa Subcounty,QYiQ2KqgCxj,Adjumani District,pz9Uu65Irbg,Northern Region
iDpNaPRWMd8,All Saints Clinic,iDpNaPRWMd8,Clinic,Private Not For Profit,,,qwvt0BiEsTd,Kalangala Subcounty,JrHILmtK0OU,Kalangala District,VA90IqaI4Ji,Central Region
BESDJaRcNYw,All Saints Clinic - Makindye,BESDJaRcNYw,HC II,Private For Profit,Local Government,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
M2Es7QYNu3D,All Saints HC II,M2Es7QYNu3D,HC II,Private Not For Profit,,"[32.94147,2.61919]",CyUUpNIQ98L,Puranga Subcounty,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
ahbNLFWERyW,Allah Is Great Clinic,ahbNLFWERyW,HC II,Private For Profit,Local Government,,l0LizWT16CQ,Kira Town Council,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
loCSrOrEQG5,Allan Galpin/UCU HC II,loCSrOrEQG5,HC II,Private Not For Profit,UPMB,,tecfO3gvavj,Mukono Central Division,a0DfYpC2Rwl,Mukono District,VA90IqaI4Ji,Central Region
rUHkBmAX6tC,Alleluah Med. Centre HC III,rUHkBmAX6tC,HC III,Private For Profit,,,nFhF5jPXNM8,Nyamwamba Division,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
taqtXzzxCQm,Alleluyah Joint Maternity Clinic,taqtXzzxCQm,Clinic,Private For Profit,Local Government,,khzscd51sFY,Aloi Subcounty,p7EEgDEX3jT,Alebtong District,pz9Uu65Irbg,Northern Region
VUmBPzyyuRr,Allena Domiciliary Clinic,VUmBPzyyuRr,HC II,Private For Profit,,"[31.15123,-0.40978]",BSIgbcTVHu7,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde District,VA90IqaI4Ji,Central Region
alDyia1rkIk,Allied Family Clinic,alDyia1rkIk,HC II,,,,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,pz9Uu65Irbg,Northern Region
NKvPfnSTlNz,Allied Health Clinic,NKvPfnSTlNz,Clinic,Private For Profit,Local Government,,FP69DGoEtwM,Kagadi Town Council,orgY0d5MJa9,Kagadi District,auJdpeHbeet,Western Region
UGeQEBwyWhV,Allied Health medical centre Clinic,UGeQEBwyWhV,Clinic,Private For Profit,Local Government,,e9lITPTVy5H,Kibatsi Subcounty,hAoe9dhZh9V,Ntungamo District,auJdpeHbeet,Western Region
E2bZtOJCDvy,Allied Medical Clinic HC II,E2bZtOJCDvy,HC II,Private For Profit,Local Government,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
ibz5Rvq6Fcx,Allied Medical Services CLINIC-NR,ibz5Rvq6Fcx,,,,,VWM1FTIMfuj,Goma Division,a0DfYpC2Rwl,Mukono District,VA90IqaI4Ji,Central Region
KNb1HnWxhbt,Allied Public  Clinic HC II,KNb1HnWxhbt,HC II,Private For Profit,Local Government,,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
MIN2B4ZQAsI,Almata Medical Services HC II,MIN2B4ZQAsI,HC II,Private For Profit,Local Government,,vhBrLJBbs8t,Ongino Subcounty,saT18HClZoz,Kumi District,adZ6T35ve4h,Eastern Region
sWiFANJNsQo,Almeca Medicare HC III,sWiFANJNsQo,HC III,Private Not For Profit,CSO,,amHAOOSM5kw,Mafubira Subcounty,aJR2ZxSH7g4,Jinja District,adZ6T35ve4h,Eastern Region
A4g2J49bMOr,Alnoor HC II,A4g2J49bMOr,HC II,Government,MOH,"[31.2548,3.54013]",fOv2DdPf7fG,Kochi SubCounty,W1JM2Qdhcv3,Yumbe District,pz9Uu65Irbg,Northern Region
xoPmNDoRimp,Aloet Medicare HC II,xoPmNDoRimp,HC II,Private For Profit,,,apXGr1f8l9D,Bukedea Subcounty,tdZbtg9sZkO,Bukedea District,adZ6T35ve4h,Eastern Region
q2vSqN5xoZL,Aloi Mission HC III,q2vSqN5xoZL,HC III,Private Not For Profit,UCMB,"[33.13966,2.26562]",asCoXu0PHpL,Akura Subcounty,p7EEgDEX3jT,Alebtong District,pz9Uu65Irbg,Northern Region
YLwAhOTWHrQ,Alokolum HC II,YLwAhOTWHrQ,HC II,Government,MOH,"[32.22689,2.75860]",hMmTuvB73LZ,Ongako Subcounty,S5fvUXgY54J,Omoro District,pz9Uu65Irbg,Northern Region
k0CvH2xB5Lg,Aloni HCII,k0CvH2xB5Lg,HC II,Government,,,hNRHAcDywTL,Iceme Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
pUeR6j03GhJ,Alop HC II,pUeR6j03GhJ,HC II,Government,MOH,"[33.44938,2.67135]",FihNC5KfGJV,Adilang Subcounty,ztIyIYAzFKp,Agago District,pz9Uu65Irbg,Northern Region
oJpTbvweUMB,Alpha Medical Centre HC II,oJpTbvweUMB,HC II,Private For Profit,Local Government,,j9JRmkoveVc,Otwal Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
WHjmJmVfdmd,"Alpha Medical Centre, Banda",WHjmJmVfdmd,HC II,Private For Profit,Local Government,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
SaEGZKTr3lt,Alpine HC II,SaEGZKTr3lt,HC II,Private For Profit,Local Government,,ak477N3SWYO,South Division,m77oR1YJESj,Kabarole District,auJdpeHbeet,Western Region
aDagiJYMeXX,Alraham HC II,aDagiJYMeXX,HC II,Private Not For Profit,Local Government,,OpD74f0SyGI,Nyimbwa Subcounty,tr9XWtYsL5P,Luwero District,VA90IqaI4Ji,Central Region
jEWfNHf8Ayt,Alustin Clinic HC II,jEWfNHf8Ayt,HC II,Private Not For Profit,Local Government,,AjDLOwC01BV,Kasimbi Subcounty,tM3DsJxMaMX,Kibaale District,auJdpeHbeet,Western Region
VEc0XL8e8Sa,Alwa HC III,VEc0XL8e8Sa,HC III,Government,MOH,"[33.16971,1.84873]",wDNV7tv3hzP,Alwa Subcounty,QoRZB7xc3j9,Kaberamaido District,adZ6T35ve4h,Eastern Region
KLEPRYA9Nge,Alwi HC III,KLEPRYA9Nge,HC III,Government,MOH,"[31.36091,2.46823]",z0vS3kFxDjc,Alwii Sub County,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
WlshDuLYh4b,Alworoceng  HC II,WlshDuLYh4b,HC II,Government,MOH,"[32.36665,1.98387]",FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,pz9Uu65Irbg,Northern Region
apxYt6pdYil,Alyecmeda HC II,apxYt6pdYil,HC II,Government,MOH,"[32.72790,1.604830]",eaiTceKCzoa,Agwingiri Subcounty,ZuQHWOaFQVM,Amolatar District,pz9Uu65Irbg,Northern Region
ah2PY0hhVkV,Amach HC IV,ah2PY0hhVkV,HC IV,Government,MOH,"[33.00555,2.11163]",QmOEotRpx4w,Amach Subcounty,Lj8t70RYnEt,Lira District,pz9Uu65Irbg,Northern Region
VYF48q8UurC,Amadeo Medical Clinic HC II,VYF48q8UurC,HC II,,,,oweSpFBNbmi,Rubaga Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
Zk9bvpSxThA,Amai Community HOSPITAL,Zk9bvpSxThA,General Hospital,Private Not For Profit,UPMB,"[32.920015,1.793306]",O29YQnbcXRf,Aputi Subcounty,ZuQHWOaFQVM,Amolatar District,pz9Uu65Irbg,Northern Region
t8qKMFFAO22,Amaler HC III,t8qKMFFAO22,HC III,Private Not For Profit,UCMB,"[34.587522,1.795798]",ptvKeuNVX6s,Namalu Subcounty,VuHCApXcMTm,Nakapiripirit District,pz9Uu65Irbg,Northern Region
p0zA3LCR2z4,Amanang HC II,p0zA3LCR2z4,HC II,Government,MOH,"[34.72914,1.27412]",aeovDDRuWXz,Bukwo Subcounty,e8m9ZYMRoeR,Bukwo District,adZ6T35ve4h,Eastern Region
cCHq8KlwI1c,Amaseniko HC II,cCHq8KlwI1c,HC II,Government,MOH,"[33.80016,2.22782]",bAAsA9G7rGX,Kapelebyong Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
mQjzjx2Vi2y,Amazing Grace Domiciliary clinic,mQjzjx2Vi2y,Clinic,Private For Profit,Local Government,,xR3tMZhXRSG,Ntungamo Central Division,hAoe9dhZh9V,Ntungamo District,auJdpeHbeet,Western Region
B7dqCVCMV5l,Ambelechu HC II,B7dqCVCMV5l,HC II,Government,MOH,"[31.18753,3.36673]",apKpog39DlX,Odravu Subcounty,W1JM2Qdhcv3,Yumbe District,pz9Uu65Irbg,Northern Region
RWsqlimyYmq,Amedek HC II,RWsqlimyYmq,HC II,Government,MOH,"[34.24423,2.08113]",gt1m7SU1IYP,Iriiri Subcounty,EDhGji3EteB,Napak District,pz9Uu65Irbg,Northern Region
wz2IJXrulbx,Amilmil HC II,wz2IJXrulbx,HC II,Government,MOH,"[33.60070,2.107980]",lUpDen75Xj1,Kuju Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
DEr5sDrC7T2,Amilobo HC II,DEr5sDrC7T2,HC II,Government,MOH,"[32.75637,3.02528]",anccgvVRV6E,Laguti Subcounty,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
o6G5PVLfMAU,Aminit HC II,o6G5PVLfMAU,HC II,Private Not For Profit,,,KPGI2KIVJYC,Kolir Subcounty,tdZbtg9sZkO,Bukedea District,adZ6T35ve4h,Eastern Region
Owvv3PbIrZ2,Amita Prison HC II,Owvv3PbIrZ2,HC II,Government,Prisons,"[33.93942526050892,2.529867588067269]",A8Xv1XbkdrA,Abim Subcounty,NREoMszwQZW,Abim District,pz9Uu65Irbg,Northern Region
XazfKCvCCLS,Amolatar HC IV,XazfKCvCCLS,HC IV,Government,MOH,"[32.842983,1.640539]",FdQo42NAOxF,Amolatar Town Council,ZuQHWOaFQVM,Amolatar District,pz9Uu65Irbg,Northern Region
lFzxlKU9GDe,Amolo HC II,lFzxlKU9GDe,HC II,Government,MOH,"[33.83112,1.81856]",LyX5VLc9Eyz,Wera Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
pH4T8a5MxXm,Amoni HC II,pH4T8a5MxXm,HC II,,Local Government,"[34.28133,0.70938]",gcJKnH2Ypa2,Mella Subcounty,KhT80mlwJ3Y,Tororo District,adZ6T35ve4h,Eastern Region
JlQbyLlYoOb,Amonikakinei HC II,JlQbyLlYoOb,HC II,,Local Government,"[34.07804,0.56578]",asazeL5Os4W,Buteba Subcounty,lkuO79O6mRx,Busia District,adZ6T35ve4h,Eastern Region
IaHYdNY0WWI,Amor HC II,IaHYdNY0WWI,HC II,Government,MOH,"[31.4869,2.49116]",nLCKvxD90Ek,Pakwach Town council,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
qidhLTyAErV,Amoru HC III,qidhLTyAErV,HC III,Government,MOH,"[33.31091,1.92392]",rWKu3uQbesz,Otuboi Subcounty,QoRZB7xc3j9,Kaberamaido District,adZ6T35ve4h,Eastern Region
pNHDdE8BJt8,Amuca SDA HC III,pNHDdE8BJt8,HC III,Private Not For Profit,UPMB,"[32.85441,2.26656]",arVCB9uKDid,Lira Subcounty,Lj8t70RYnEt,Lira District,pz9Uu65Irbg,Northern Region
N8L6gKVGOCM,Amucu HC III,N8L6gKVGOCM,HC III,NGO,UCMB,"[33.67408,2.05113]",fu6SGxjqBEm,Apeduru Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
GhPOJYsK5di,Amuda HC II,GhPOJYsK5di,HC II,Private Not For Profit,UCMB,"[32.99813,1.98568]",ak3LSCYUzzc,Agwata Subcounty,wMQ25dybdgH,Dokolo District,pz9Uu65Irbg,Northern Region
LL0yj8yGUjx,AMUDAT,LL0yj8yGUjx,General Hospital,Private Not For Profit,,"[34.936195,1.944409]",B9NWy5hoq0C,Amudat Subcounty,a8RHFdF4DXL,Amudat District,pz9Uu65Irbg,Northern Region
x4W3u9puTzO,Amudat HC II,x4W3u9puTzO,HC II,Government,Local Government,,UC5oDg6aLRl,Amudat Town Council,a8RHFdF4DXL,Amudat District,pz9Uu65Irbg,Northern Region
