cphl_facility_id,cphl_facility_name,dhis2_facility_name,dhis2_facility_uid,dhis2_district_uid
2880,Lwakalolo H/C II,Lwakalolo HC II,uLBT1C3Dhkh,P8iz90eiIrW
2618,Lwala Hospital ,Lwala Hospital,UdkpzjDtHXu,QoRZB7xc3j9
428,Lwamaggwa H/C III,Lwamaggwa Gvt HC III,oBg69iZLKtq,P8iz90eiIrW
796,Lwamata H/C III,Lwamata HC III,mNMqG0YEffI,GLHh0BXys9w
2287,Lwambajjo H/C II,Lwembajjo HC II,U4XL5jXfjTk,P8iz90eiIrW
899,Lwampanga H/C III,Lwampanga HC III,werOrHbzh72,aUcYGQCK9ub
1073,Lwanda H/C III,Lwanda HC III,Lo7mfA6jWTu,P8iz90eiIrW
2448,Lwangoli H/C III,Lwangoli HC III,hC1gtogaFM0,yuo5ielNL7W
1874,Lwanjusi H/C III,Lwanjusi HC III,roJb8A7yXNm,JIZDvNlIhXS
430,Lwankoni H/C III,Lwankoni HC III,FuOuXP2WFU8,P8iz90eiIrW
431,Lwebitakuli Gvt HC III,Lwebitakuli Gvt HC III,T7UcwZlbp1F,j7AQsnEYmvi
432,Lwemiyaga H/C III,Lwemiyaga HC III,ioBktjTQgyS,j7AQsnEYmvi
433,Lwengo H/C IV,Lwengo HC IV,oFI3thMRN4h,aqpd0Y9eXZ2
2329,Lyama H/C III,Lyama HC III,z2Ye13P7ajL,kb7iUQISRlx
434,Lyantonde Hospital,Lyantonde Hospital,Gje6ykVPZKQ,aPRNSGUR3vk
765,Lyantonde Muslim H/C III,Lyantonde Muslim HC III,RYMEkOh45MP,aPRNSGUR3vk
1221,Maaji A H/C II,Maaji A HC II,Lq5bORbEZDi,QYiQ2KqgCxj
789,Maanyi H/C III,Maanyi HC III,tKfAzzZrSC7,Q7PaNIbyZII
3341,Mabaale H/C III,Mabaale HC III,b5Ty8QKKPVI,orgY0d5MJa9
3374,Mabale(Kyenjojo) H/C II,Mabale Tea Factory HC II,ajogQebjO0O,O9MoQcpZ4uA
3276,Mabona H/C III,Mabona HC III,akpD9KoxPcB,UaR7OHycj8c
438,Maddu H/C IV,Maddu HC IV,r7ugOoXi8F1,lQj3yMM1lI7
439,Madi Opei H/C IV,Madi-Opei HC IV,Z3lDSWMFUyS,xy0M4HhjXtD
863,Madudu H/C III,Madudu HC III,Y5ighgzxrUT,lzWuB6bCQeV
835,Magada H/C III,Magada HC III,bfvn50ACB0b,esIUe2tQAtL
3030,Magala H/C II(Kigandalo),Magada HC II,arIRCXLdLpv,mv4gKtY0qW8
1200,Magala H/C III,Magala HC III,WqoBdlGeBgn,Q7PaNIbyZII
3028,Magamaga Army H/C III,Magamaga Barracks HC II,a1C0sK4I6RS,mv4gKtY0qW8
998,Magamaga H/C III,Magamaga HC III,abg74s2NDzQ,aJR2ZxSH7g4
2816,Magoro H/C III,Magoro HC III,VZvZyX8jBB4,cSrCFjPKqcG
3366,Mahango H/C III,Mahango HC III,UshPWo8oKzc,aa8xVDzSpte
2520,Mahyoro Gvt HC III,Mahyoro Gvt HC III,S1tbgD2FoFD,uCVQXAdKqL9
2205,Makhonje H/C III,Makhonje HC III,fe5T2gr64Y5,yuo5ielNL7W
2664,Makindu H/C III,Makindu HC III,CqBb08p28JJ,x75Yh65MaUa
2867,Makiro H/C III,Makiro HC III,TN8jN40Os3d,aphcy5JTnd6
3060,Makondo H/C III,Makondo HC II,c4QCM3YpqqE,aqpd0Y9eXZ2
444,Makonge H/C III,Makonge HC III,BIiLhy7eYLl,x75Yh65MaUa
445,Makukuulu H/C III,Makuukulu HC III,GUlztXJ4MRg,Ame30QOwuX6
2852,Makulubita H/C III,Makulubita HC III,xjHpvNlTb1J,tr9XWtYsL5P
836,Makuutu H/C III,Makuutu HC III,SL6MqJXGcbv,oNxpMjveyZt
446,Malaba H/C III (Tororo),Malaba HC III,F1z2KNSzz86,KhT80mlwJ3Y
790,Malangala H/C III,Malangala HC III,qrvgF3UwZzS,Q7PaNIbyZII
2611,Malera H/C III,Malera HC III,EdfrvsY7Giu,tdZbtg9sZkO
2532,Maliba H/C III,Maliba HC III,Nre05wUvCJL,aa8xVDzSpte
448,Malongo H/C III,Malongo HC III,ao6V9sOp2DA,mv4gKtY0qW8
1712,Malukhu H/C III,Malukhu HC III,V2x1UIpO46L,yuo5ielNL7W
3334,Mamba H/C II,Mamba HC II,SfqoAfHZm8l,lQj3yMM1lI7
449,Maracha Hospital (St Joseph),Maracha HOSPITAL,arpYxB8jsNy,WyR8Eetj7Uw
3219,Marah H/C III,Marah HC II,O2MrHIZZJoi,kb7iUQISRlx
3352,Maranatha H/C II,Maranatha HC III,VWrdPPDI0XP,m77oR1YJESj
3387,Marine Military H/C II (Butiaba),Marine MILITARY,O4srstZgm0D,CQTmrrriwOq
3007,Mary Immaculate H/C II,Mary Immaculate HC II,QyscUadfYko,aBrjuZk0W31
2785,Mary Land H/C III,Maryland Kocoa HC III,ytpNGyNQyIv,QYiQ2KqgCxj
2833,Masafu Hospital,Masafu General Hospital,XLCbIsJWmxG,lkuO79O6mRx
774,Masaka Municipal Council H/C II,Masaka Mun. Council HCII,fBndBN2WUYM,bIONCoCnt3Q
1749,Masaka Police Clinic,Masaka Police HC II,SWWHTLQjZXW,bIONCoCnt3Q
2694,Masaka Prison H/C III,Masaka Prisons Clinic HC III,hMXCTcwH9XJ,bIONCoCnt3Q
451,Masaka REGIONAL REF HOSPITAL,Masaka REGIONAL REF HOSPITAL,vX6kcAwvaS0,bIONCoCnt3Q
452,Masindi Hospital,Masindi Hospital,esxeUWbV3si,xr8EMirOASp
8206,Masindi Kitara Medical Centre,Masindi Kitara Medical Centre  HC II,fYKuOZQWyuf,xr8EMirOASp
1034,Masindi Port H/C III,Masindi Port HC III,PwHIdfpqYWi,B0G9cqixld8
2491,Masindi Prisons H/C III,Masindi Prison HC III,sOGx0iAe1fF,xr8EMirOASp
2330,Masindi-Kitara Medical Centre,Masindi Kitara Medical Centre  HC II,fYKuOZQWyuf,xr8EMirOASp
3182,Masira H/C III,Masira HC III,CHqwTZx7Pym,auLatLbcOxf
2996,Masiyompo H/C III,Masiyompo HC III,m1B0rCFe5za,wJ2a6YKDFZW
2512,Masolya H/C II,Masolya HC II,FJF7Vx7pjWL,mv4gKtY0qW8
3211,Matanda H/C III,Matanda HC III,Sfu2d1yi02W,aphcy5JTnd6
2906,Matany Hospital,Matany Hospital,rAvayhLZRhY,EDhGji3EteB
454,Mateete H/C III,Mateete HC III,ajiOvkBSZBh,j7AQsnEYmvi
2835,"Matuma H/C III 	",Matuma HC III,MkD1c6jagfl,W1JM2Qdhcv3
3333,Mawuki H/C II,Mawuki HC II,MGA4eDHuCG9,lQj3yMM1lI7
3016,Mayanja Memorial Hospital,Mayanja Memorial HOSPITAL,ag4c3yS7T5g,auswb7JO9wY
946,Mayirye (Arch Bishop Kiwanuka) HC III,Mayirye (Arch Bishop Kiwanuka) HC III,MGoloBUb8vi,Q7PaNIbyZII
817,Mayuge H/C III (Bugiri),Bugiri Mayuge HC III GOVT,bV0ljliUSvK,Ut0ysYGEipO
456,Mayuge H/C III (Mayuge),Mayuge HC III,qkq6TBG0tnA,mv4gKtY0qW8
457,Maziba H/C IV,Maziba Gvt HC IV,KlGGom62gxM,zBIpPzKYFLp
2461,Mazinga H/C III,Mazinga HC III,vM7d3ZWWl42,JrHILmtK0OU
458,Mbaare H/C III,Mbaare HC III,aJlqk5guS44,UaR7OHycj8c
459,Mbale H/C II (Kyenjojo),Mbale HC II,Dakg2qxUXlR,O9MoQcpZ4uA
1863,Mbale Main Prisons H/C III,Mbale Main Prison's HC III,AtuVg4C11UO,yuo5ielNL7W
2305,Mbale Police H/C III,Mbale Police Clinic HC II,xJtAHm83ULs,yuo5ielNL7W
460,Mbale R R Hospital,Mbale REGIONAL REF HOSPITAL,HpJYuf9iyz2,yuo5ielNL7W
3304,Mbarara Central Prison H/C III,Mbarara Main Prisons HCIII,nqeXmzUXubD,auswb7JO9wY
1537,Mbarara Community Hospital,Mbarara Community Hospital,NvEq5qtAV4e,auswb7JO9wY
461,Mbarara Municipal HC IV,Mbarara Municipal HC IV,JWNfoLo4fx3,auswb7JO9wY
3381,Mbarara Police H/C III,Mbarara Police HC III,xLi1cv6UPxT,auswb7JO9wY
2997,Mbaya H/C III,Mbaya HC III,fSqSx3rnDmx,wJ2a6YKDFZW
2693,Mbehenyi H/C III,Mbehenyi HC III,uxV110Fc7jo,lkuO79O6mRx
2839,Mbirizi Moslem H/C III,Mbirizi Muslim HC III,CijKO0Edzep,aqpd0Y9eXZ2
2509,MBN-Kampala,MBN Clinical Lab,XGwQgBZBkZx,aXmBzv61LbM
819,Mbulamuti H/C III,Mbulamuti HC III,aU7ebDxE9vM,oyygQ2STBST
2275,Mulago National Hospital-PMTCT CLINIC,Mulago Obs&Gyn - PMTCT clinic,tAjQlwQ3YJu,aXmBzv61LbM
8209,MUWRP Clinic,Makerere University Walter Reed Clinic,kWWm9MulE7o,aXmBzv61LbM
2575,Meeting Point Kampala HC II,Meeting Point Kampala HC II,wJlfRRGNJ7j,aXmBzv61LbM
1625,Mella H/C III,Mella HC III,hRQXf9wuHdW,KhT80mlwJ3Y
1062,Mende H/C III,Mende HC III,UkAhDd9JpYl,aIahLLmtvgT
2370,Mengo Hospital Counselling and HomeCare,Mengo Doctors Clinic,VxVlteqdqp3,aXmBzv61LbM
465,Mengo Hospital-EMTCT,Mengo HOSPITAL,BnSVCAr2iAw,aXmBzv61LbM
3212,Mburamizi H/C III,Mburamizi Army Barracks HC III,oe5SuoS1cNO,aphcy5JTnd6
1146,Merikit H/C III,Merikit HC III,rxu4zvH3DC1,KhT80mlwJ3Y
2649,Metu H/C III,Metu HC III,aoYoN1wkWDw,W0kQBddyGyh
3368,Midas Torch Medical Services,Midas Torch HC IV,GTfZ3KEfuFb,O9MoQcpZ4uA
2836,Midigo H/C IV,Midigo HC IV,H8IwuI5HbgB,W1JM2Qdhcv3
3297,Mifumi H/C III,Mifumi HC III,F50gOkQjBg9,KhT80mlwJ3Y
3204,Migamba H/C II,Migamba HC II,ejl0uMalFn1,a9tQqo1rSj7
2907,Mildmay Hospital Uganda,Mildmay Uganda HOSPITAL,yznQYcViuVu,aIahLLmtvgT
3235,Military Police H/C III (Makindye),Makindye Police HC III,OXG3d4gPJpC,aXmBzv61LbM
2938,Minakulu Bobi H/C II (Gulu),Minakulu HC II,TDEdS0suFyQ,S5fvUXgY54J
1123,Minakulu H/C III (Oyam),Minakulu Gvt HC II,TG4nYtwDBTr,xpIFdCMhVHG
2376,Kasana H/C IV,Luwero HC IV,SbhXVHOtboo,tr9XWtYsL5P
1183,Mirambi H/C III,Mirambi HC III,RWEo3tF0K1h,Ame30QOwuX6
1662,Mirembe H/C III,Mirembe HC III,UYmlNJzKbed,ahyi8Uq4vaj
2631,Mitala Maria H/C III,Mitala-Maria HC III,lF4U1Yzu0Ka,YMMexeHFUay
2441,Mitandi H/C III (NGO),Mitandi HC III,puvssItt4Qv,m77oR1YJESj
469,Mitooma H/C IV,Mitooma HC IV,VNnrhdnpSHA,FLygHiUd2UW
1768,Mitukula H/C III,Mitukula HC III,SElLcUjqrGg,P8iz90eiIrW
470,Mityana Hospital,Mityana Hospital,TjEiAVNTIFy,Q7PaNIbyZII
3058,Kyamaganda HCIII,Kyamaganda HC III,K1Qvy9fVY22,aqpd0Y9eXZ2
2777,Kiyomoro H/C III,Kijomoro HC III,iIrDj4WIA6O,WyR8Eetj7Uw
2091,Karungu H/C III (Masindi),Karungu HC III NGO,QHsCNVmRURq,B0G9cqixld8
1281,MJAP-MMC  H/C IV,Mbarara Municipal Council HC IV,pCasaBs63nR,auswb7JO9wY
3032,Ikombe H/C II,Iganga Nkombe HC II GOVT,kUonlvZyTBd,oNxpMjveyZt
3293,Kakiika Prisons,Kakiika Prisons HC II,ghR1GP2ZZAO,auswb7JO9wY
3126,Mola Medical Centre,Mola Medical Centre HC II,Vc52QmdPT1X,Gwk4wkLz7EW
1628,Molo H/C III,Molo HC III,H0j9ehK06DJ,KhT80mlwJ3Y
1059,Moroto Army H/C IV,Moroto Army  HC III,pE5320aADcw,A9kRCvmn6Co
472,Moroto R R Hospital,Moroto Regional Refferal HOSPITAL,cK0jOJzBIvd,A9kRCvmn6Co
3035,Morulem H/C III,Morulem HC III,hIuSd1NGumG,NREoMszwQZW
2877,Morulinga H/C II,Morulinga HC II,ZwJpmihjbfr,EDhGji3EteB
2619,Morungatuny H/C III,Morungatuny HC III,FxdgLy07xN4,TM6ccNxawqy
2720,Moyo Hospital,Moyo Hospital,HWKAq88M3aX,W0kQBddyGyh
2717,Moyo Mission H/C III,Moyo Mission HC III,EZA6XG2Eqra,W0kQBddyGyh
3169,Mpambwa H/C III,Mpambwa HC III,OpOGlpV0oLK,aJR2ZxSH7g4
2662,Mpara H/C III,Mpara HC III,wisJV65CjPt,a9tQqo1rSj7
476,Mparangasi H/C III,Mparangasi HC III,vHdz34TAaT3,PJFtfCyp6Rb
477,Mparo H/C IV,Mparo HC IV,eJzlHnYHBcW,zBIpPzKYFLp
3345,Mpeefu H/C III,Mpeefu A HC II,OUxkJiqy82x,orgY0d5MJa9
770,Mpenja H/C III,Mpenja HC III,CcCjT4HFRuy,lQj3yMM1lI7
478,Mpigi H/C IV,Mpigi   HC IV,QXVOVXOy3FM,YMMexeHFUay
3252,Mpongi H/C III,Mpongi HC II,HHDvc2TzPnl,WiVj4bEhX4P
787,Mpugwe H/C III,Mpugwe HC III,RvVYLDPIzPb,bIONCoCnt3Q
758,Mpumudde H/C III (Lyantonde),Mpumudde HC III,A8vURIvnH87,aPRNSGUR3vk
479,Mpumudde H/C IV (Jinja),Mpumudde HC IV,pAsdJsJETch,aJR2ZxSH7g4
722,Mpunge H/C III (Mukono),Mpunge HC III,QROYnp0n7wL,a0DfYpC2Rwl
3073,Mpungu H/C II (kabale),Mpungu HC II,aNQeY1nmnoO,wZrfAgC3WrU
1717,Mpungu H/C III (Kanungu),Mpungu HC III,s5LS26QGqzl,aphcy5JTnd6
8210,MRC/UVRI-Entebbe,UVRI HIV Reference Laboratory CLINIC,a9acUUujcSQ,aIahLLmtvgT
2310,Mt.Elgon Hospital,Mount Elgon Hospital,s6I81Be52IE,yuo5ielNL7W
480,Mubende R R Hospital,Mubende RR HOSPITAL,VLclxVcJh5v,lzWuB6bCQeV
481,Mubende Rehabilitation Centre,Mubende Rehabilitation Centre HC III,PO8WHm1kFck,lzWuB6bCQeV
1853,Mucwa H/C III,Mucwa HC III,Pf3v59iyqdM,m77oR1YJESj
482,Mucwini H/C III,Mucwini HC III,qKGMj34R5qZ,pnTVIF5v27r
1239,Mudakori H/C III,Mudakor HC III,ezl9nwYbSdn,KhT80mlwJ3Y
3089,Muduma H/C III,Muduuma HC III,YxeL7JN6HKe,YMMexeHFUay
1584,Mugarama H/C III (Kibaale),Mugarama HC III,JmHLIGnm4TQ,tM3DsJxMaMX
3022,Mugi H/C II,Muggi HC II,ac4kdbslWxB,mv4gKtY0qW8
2317,Mpuge H/C III,Mpunge HC III,QROYnp0n7wL,HC III
1385,Mugoye H/C III,Mugoye HC III,aeWNPmn3Zrf,JrHILmtK0OU
2496,Mugusu H/C III,Mugusu HC III,Y3QzK6JqIXg,m77oR1YJESj
485,Muhokya H/C III,Muhokya HC III,KuCGJjeYQS4,aa8xVDzSpte
3326,Muhorro Ngo HC III,Muhorro Ngo HC III,CXRfI4pT3bm,orgY0d5MJa9
2306,Muhoti H/C III,Muhooti Baracks HC II,Y3hpndpv6cR,m77oR1YJESj
486,Muhuiju H/C III,Muhwiju HC III,omv0xbPKq9w,PJFtfCyp6Rb
1498,Mujunza H/C II,Mujunza HC II,cdusFUkNTOC,IVuiLJYABw6
1334,Mukabara H/C III,Mukabara HC III,QCufWVvV6cj,PJFtfCyp6Rb
2578,Mukathi H/C III,Mukathi HC III,lGAhRBCmDzT,aa8xVDzSpte
1538,Muko H/C III (NGO),Muko Ngo HC III,gOFecbOs5XI,wZrfAgC3WrU
488,Muko H/C IV,Muko HC IV,YTxnLBZCFwA,wZrfAgC3WrU
2609,Mukongoro H/C III,Mukongoro HC III,agLJLYLJNK6,saT18HClZoz
489,Mukono H/C IV ( Town Council),Mukono  T.C. HC IV,Q6qNTXu3yRx,a0DfYpC2Rwl
1060,Mukono Hospital C.O.U,Mukono CoU HC IV,MNzaqWsKyxO,a0DfYpC2Rwl
490,Mukuju H/C IV,Mukuju HC IV,Txul6e5mI5M,KhT80mlwJ3Y
2605,Mukura H/C III,Mukura HC III,c50gQsWftA9,aj4hsYK3dVm
2567,Mukwano Medical Centre,Mukwano Medical Centre CLINIC,cQlhVgIOXko,ahyi8Uq4vaj
2424,Mukwaya General Hospital,Mukwaya General  Hospital,Syv5X2AB8wP,aXmBzv61LbM
2660,Mulabana H/C II,Mulabana HC II,BUPmAz8RgAa,JrHILmtK0OU
3101,Mulagi H/C III,Mulagi HC III,udCPHdcVeb7,MtpE3CH6vq3
6704,Mulago National Hospital- MJAP (CDC) Mulago,Mulago National Hospital- MJAP (CDC) Mul,DQIjOIvoTMK,aXmBzv61LbM
6705,Mulago National Hospital- MJAP TB HIV Clinic,Mulago National Hospital- MJAP TB HIV Cl,IM4jRSOQdUl,aXmBzv61LbM
3774,Mulago National Hospital- MUJHU Clinic,Mulago National Hospital- MUJHU Clinic,nVK7vHSkLbr,aXmBzv61LbM
2447,Kandege H/C II,Lolwe HC II,ZFd998k7ZbK,Ut0ysYGEipO
494,Mulanda H/C IV,Mulanda HC IV,ae5vXlawbYh,KhT80mlwJ3Y
2626,Mulombi Health Centre II,Mulombi  HC II,kHostqbVYCJ,Ut0ysYGEipO
2786,Mungula H/C IV,Mungula HC IV,a9ai8OVQ4ET,QYiQ2KqgCxj
2460,Munobwa H/C II,Munobwa-Hiima Tea Factory Clinic,Q4awDHvi4b6,O9MoQcpZ4uA
3158,Muramba H/C III,Muramba HC III,YItBJnkJB9J,aPhSZRinfbg
3229,Murchison Bay Hospital,Murchison Bay  HOSPITAL,WGc7kKRhPaH,aXmBzv61LbM
3306,Mushanga H/C III,Mushanga HC III,ppt2wpU7IP6,xAJgEKKAeRA
881,Musozi H/C III,Musozi HC III,MlMuBEoqA9y,lzWuB6bCQeV
2743,Musyenene H/C III,Musyenene HC III,X3ZIaE3ccDb,aa8xVDzSpte
3294,Mutara H/C III,Mutara HC III,go8iYQcmIAE,FLygHiUd2UW
816,Muterere H/C III,Muterere HC III,RVFMEGRSxTl,gUaoj8Geuao
1351,Mutukula H/C III,Mutukula HC III,X7iYabwpJfR,P8iz90eiIrW
884,Mutumba H/C III,Mutumba HC III,MAH7X3G7Bfi,Ut0ysYGEipO
1047,Mutunda H/C III,Mutunda HC III,T72P3ebY53q,B0G9cqixld8
1576,Muwanga H/C III,Muwanga HC III,kKuqQelGUnq,GLHh0BXys9w
8248,Buwabwala H/C III,Buwabwala HC III,tZ2r1YHQh04,JIZDvNlIhXS
2638,Muwumba H/C III,Muwumba HC III,MW38DjLdTg7,aJR2ZxSH7g4
3045,Muyembe H/C IV,Muyembe HC IV,G4DUWj0Q8hp,auLatLbcOxf
2336,Muzito Clinic,Muzito HC II,lS1i3kglzgM,P8iz90eiIrW
3348,Muzizi H/C II,Muzizi/Muziizi (Tea Estate) HC II,gnUdRpOiTfQ,orgY0d5MJa9
1271,Mwenge Estate Clinic,Mwenge Clinic HC III,afJ1tepzpak,O9MoQcpZ4uA
1508,Mwenge H/C III,Mwenge Clinic HC III,afJ1tepzpak,O9MoQcpZ4uA
499,Mwera H/C IV,Mwera HC IV,SjGnJhWF7P7,Q7PaNIbyZII
1206,Mwizi H/C III,Mwizi HC III,aekCLvuNCrj,auswb7JO9wY
1101,Myanzi H/C III (Mubende),Myanzi HC III,ausfaeGjscI,lzWuB6bCQeV
3130,Myeri H/C II (Kyenjojo),Myeri HC II,PO3ArP7dZly,O9MoQcpZ4uA
2494,Naama H/C III,Naama HC III,ahYrfYMxirO,Q7PaNIbyZII
2480,Naanywa H/C III,Nanywa HC III,KsvZ6Mr8PYj,aqpd0Y9eXZ2
749,Nabalanga H/C III,Nabalanga HC III,sqQsFNhXH9W,a0DfYpC2Rwl
3069,Nabiganda H/C IV,Nabiganda HC III,cwGt2cWV5TN,MtpE3CH6vq3
502,Nabigasa H/C III,Nabigasa HC III,nEUuDrY5MWp,P8iz90eiIrW
2884,Nabilatuk H/C IV,Nabilatuk HC IV,atZjFwq6HQ5,VuHCApXcMTm
2569,Nabingoola H/C III,Nabingoola HC III,DgpugjmuhEo,lzWuB6bCQeV
841,Nabirumba H/C III,Nabirumba HC III,BXdPG3XpRk8,oyygQ2STBST
818,Nabisoigi H/C III,Nabisoigi HC III,MMhakCx4Zy7,esIUe2tQAtL
1103,Nabiswera H/C III,Nabiswera HC III,aRE0Ejk5hdp,aUcYGQCK9ub
943,Nabitsiichi H/C III,Nabitsikhi HC III,VB6z6SmiL33,JIZDvNlIhXS
2523,Naboa H/C III,Naboa HC III,G4PdJuhXqOz,kb7iUQISRlx
833,Nabukalu H/C III,Nabukalu HC III,txcjTxewsdC,gUaoj8Geuao
3090,Nabuli H/C III,Nabuli HC III,Kt3uooeOw2H,Oyxwe3iDqpR
3044,Nabulola CMC H/C III,Nabulola HC III,aAAa6d3Ohyf,lkuO79O6mRx
732,Nabutiti H/C III,Nabutiti HC III,as4V8saM5sc,aIahLLmtvgT
1021,Nabwendo H/C III,Nabwendo HC III,J64jaeaqOc6,GLHh0BXys9w
2393,Nabweru H/C III,Nabweru HC III,akpHXftD4yu,aIahLLmtvgT
3123,Nabyewanga H/C II,Nabyewanga HC II,PoYcxTk5yjp,YMMexeHFUay
1016,Nadunget H/C III,Nadunget HC III,aBkmoTyWd0a,A9kRCvmn6Co
729,Nagojje H/C III,Nagojje HC III,VSGCAKuW01y,a0DfYpC2Rwl
945,Nagongera H/C IV,Nagongera HC IV,aQPRjLfrzRx,KhT80mlwJ3Y
2468,Naguru Medical lab,Naguru Medical Laboratory Ltd (Namela) HC II,apyOSmUxhsw,aXmBzv61LbM
2153,Naguru Police H/C IV,Naguru Police Clinic HC II,foJ1bGX8luE,aXmBzv61LbM
2751,Nagwere H/C III,Nagwere HC III,rLRgiOLdAhU,WiVj4bEhX4P
2469,Naiku H/C III,Naiku HC III,aVEGxoGe7RS,yuo5ielNL7W
927,Najjembe H/C III,Najjembe HC III,PwgfpQbQXTQ,x75Yh65MaUa
811,Nakalama H/C III,Nakalama HC III,ixwFzMD6GcM,oNxpMjveyZt
1492,Nakaloke H/C III,Nakaloke HC III,J1vQouUOY5h,yuo5ielNL7W
8252,Nakapelimen H/C II,Nakapelimen HC II,oSaG8nXTNOB,A9kRCvmn6Co
3098,Nakapelimoru H/C III,Nakapelimoru HC III,aywOCuiSQrR,aPZzL4CyBTg
2929,Nakapiripirit H/C III,Nakapiripirit HC III,b4ei3WhTRAH,VuHCApXcMTm
508,Nakaseke  Hospital,Nakaseke HOSPITAL,mlPC71DkTp5,aSbgVKaeCP0
870,Nakasojjo H/C II,Nakasojjo HC II,Hv485zI15KB,bIONCoCnt3Q
762,Nakasongola H/C IV,Nakasongola HC IV,h2oF7upS6k9,aUcYGQCK9ub
509,Nakasongola Military Hospital,Nakasongola Military HOSPITAL,Jn7Sz79BL2v,aUcYGQCK9ub
3382,Nakatonya H/C III,Nakatonya HC III,olEYjGeLyZf,tr9XWtYsL5P
3067,Nakawuka H/C III,Nakawuka HC III,bmQmfGiYGAM,aIahLLmtvgT
908,Nakayonza H/C III,Nakayonza HC III,R2Cl01FXyrt,aUcYGQCK9ub
1326,Nakifuma H/C III,Nakifuma HC III,bAh0tns9mFX,a0DfYpC2Rwl
960,Nakitoma H/C III,Nakitoma HC III,ixo6xmc8VE9,aUcYGQCK9ub
511,Nakivale H/C III,Nakivale HC III,lvbkNrwAFmE,UaR7OHycj8c
2895,Nakwasi H/C III,Nakwasi HC III,YEgOR0cGGnF,MtpE3CH6vq3
2408,Nalinya Ndagire H/C III,Nalinnya  Ndagire HC II,RXMQeaZcjjG,IVuiLJYABw6
2470,Bukinge H/C III,Bulange HC III,E0iTAuyvRrd,esIUe2tQAtL
3377,Nalweyo H/C III,Nalweyo HC III,uXgyniUkd0D,Lnewt3iIJaK
512,Namakwekwe H/C III,Namakwekwe HC III,XJnDlwQcKju,yuo5ielNL7W
3093,Namalu H/C III,Namalu HC III,UCe1oCdRuEA,VuHCApXcMTm
514,Namanyonyi H/C III,Namanyonyi HC III,XPlqjxDtXXO,yuo5ielNL7W
804,Namasagali H/C III,Namasagali HC III,xXyZHTAldd9,oyygQ2STBST
515,Namasale H/C III,Namasale HC III,QhhZ8aHXOWM,ZuQHWOaFQVM
1288,Namatala H/C IV,Namatala HC IV,mAVOIO9mDPJ,yuo5ielNL7W
2358,Namatale H/C II,Namatale HC II,LDngLVQbqNI,aZLZPPjqft0
516,Namawanga H/C III,Namawanga HC III,H21894K9xDD,yuo5ielNL7W
517,Namayumba H/C IV,Namayumba HC IV,m2ROGumujet,aIahLLmtvgT
518,Nambale H/C III,Nambale HC III,tJVNDcI33wJ,oNxpMjveyZt
519,Nambieso H/C III,Nambieso HC III,ZgwhRJCKYcN,JyZJhGXKeEq
3151,Namengo H/C III,Namengo HC III,dJd3ohZ6VTQ,kb7iUQISRlx
3357,Naminya H/C II,Naminya HC II,joubGoymaJC,x75Yh65MaUa
2505,Namiti H/C II,Namiti HC II,Eg7Efn5rKSj,aZLZPPjqft0
520,Namokora H/C IV,Naam Okora HC IV,iqr4dCf6xsU,pnTVIF5v27r
2562,Namoni H/C II,Namoni HC II,DUDZxVy6oKw,mv4gKtY0qW8
717,Nampunge Church of God H/C III,Nampunge HC II,O3FdvltAUSh,aIahLLmtvgT
3192,Namugongo Fund For Special Children,Namugongo Fund For Special Children,afvG6pq13B1,aIahLLmtvgT
521,Namugongo H/C III (kaliro),Namugongo HC III,aNs3syyPTb1,kJCEJnXLgnh
8233,Namulesa H/C II,Namulesa HC II,z7Cf9DgHZWX,x75Yh65MaUa
736,Namulonge H/C III,Namulonge HC III,XvZPDBgzWFf,aIahLLmtvgT
522,Namungalwe H/C III,Namungalwe HC III,a8Qm23qwGwy,oNxpMjveyZt
3250,Namuningi H/C II,Namunyingi HC II,PeKgOppv6Lo,oyygQ2STBST
2079,Namusaala H/C II,Namusaala HC II,EKbyglK4z19,ykxQEnZGXkj
1772,Namutamba H/C III  COU  (Mityana),Namutamba HC III,sf2baAzfwgW,Q7PaNIbyZII
524,Namutumba H/C  III (Namutumba),Namutumba HC III,aeZGyZJvaEG,esIUe2tQAtL
525,Namwendwa H/C IV,Namwendwa HC IV,zyI8GDUVYdE,oyygQ2STBST
852,Namwiwa H/C III,Namwiwa HC III,tcaAIOTzAjy,kJCEJnXLgnh
3376, Odek H/C III,Odek HC III,RyuiNh0Ldqs,S5fvUXgY54J
526,Nankandulo H/C IV,Nankandulo HC IV,uPAnapLaFYh,oyygQ2STBST
527,Nankoma H/C IV,Nankoma HC IV,ygGN15RPkJR,gUaoj8Geuao
2360,Nattyole H/C III,St. Kizito Natyole HC II,M7RLcStmJql,tr9XWtYsL5P
529,Nawaikoke H/C III,Nawaikoke HC III,W8gbvIzhIuL,kJCEJnXLgnh
883,Nawandala H/C III,Nawandala HC III,hA4k0l8StRh,oNxpMjveyZt
1159,Nawanyago H/C III,Nawanyago HC III,tbeQC8kTgVd,oyygQ2STBST
3267,Naweyo H/C III,Naweyo HC III,UEVOLIT1crh,MtpE3CH6vq3
764,Nazigo H/C III,Nazigo HC III,Y7AAzZu1IrM,ykxQEnZGXkj
3362,Ndama H/C III,Ndama HC III,ba44JvPeYSn,tugqr4dY6wq
